temperature,humidity,moisture,soil_type,crop_type,nitrogen,potassium,phosphorous,fertilizer_name
33.55,60.65,58.59,red,wheat,8,2,9,20-20
30.15,64.35,67.45,black,pulses,14,12,11,20-20
39.81,63.65,63.69,red,tobacco,11,4,37,14-35-14
34.51,52.14,70,clayey,sugarcane,4,11,26,28-28
35.66,54.44,42.29,loamy,sugarcane,26,0,18,17-17-17
25.65,62.92,28.49,sandy,barley,44,0,2,14-35-14
28.51,44.09,28.38,black,ground nuts,36,0,0,10-26-26
30.09,54.43,60.02,red,maize,12,0,31,17-17-17
22.27,61.81,43.11,red,paddy,10,15,20,dap
38.38,65.51,46.26,black,maize,9,18,17,28-28
32.61,50.77,63.48,red,ground nuts,8,0,39,urea
26.99,47.9,45.66,red,paddy,18,0,11,10-26-26
29.77,63.41,50.3,black,millets,16,0,7,17-17-17
28.27,59.38,45,loamy,ground nuts,13,3,41,10-26-26
33.5,53.07,46.85,red,cotton,24,0,29,17-17-17
37.95,68.37,55.82,loamy,pulses,37,4,0,14-35-14
25.06,64.02,38.39,black,ground nuts,26,3,22,dap
26.79,62.91,25.01,loamy,sugarcane,14,0,35,dap
26.72,52.56,31.72,sandy,paddy,12,0,41,dap
22.39,61.19,37.56,black,millets,21,4,21,14-35-14
30.98,72.26,70,sandy,wheat,3,6,26,14-35-14
30.37,74.96,45.96,sandy,maize,3,18,20,urea
36.58,61.79,40.55,loamy,maize,16,2,44,dap
26.45,60.78,50.52,sandy,wheat,18,0,24,28-28
25.6,52.6,54.46,red,maize,13,0,13,urea
35.57,72.13,33.41,red,millets,35,2,0,urea
33.06,60.37,69.48,sandy,millets,12,0,39,28-28
29.39,53.28,40.12,loamy,pulses,17,0,21,urea
28.21,59.37,42.81,red,paddy,46,4,4,17-17-17
35.57,60.63,45.71,black,sugarcane,7,4,31,14-35-14
37.32,76.39,48.4,loamy,cotton,9,20,18,28-28
40,56.27,40.77,loamy,millets,13,2,37,urea
39.82,70.94,30.3,loamy,pulses,8,3,30,28-28
38.99,74.78,27.58,black,paddy,9,0,17,urea
27.9,58.51,31.93,red,millets,36,3,3,20-20
33.88,68.15,42.03,sandy,sugarcane,9,12,32,28-28
40,71.79,58.99,black,sugarcane,19,1,39,14-35-14
30.18,53.72,36.61,red,barley,10,0,14,17-17-17
32.53,56.27,29.85,clayey,pulses,33,0,0,17-17-17
33.72,50.47,44.08,black,pulses,11,0,16,10-26-26
31.86,51.97,62.52,black,tobacco,5,11,33,28-28
34.28,52.14,44.07,black,tobacco,39,4,0,10-26-26
25.94,60.8,62.34,clayey,ground nuts,11,0,19,urea
26.63,56.66,45.46,red,pulses,23,1,21,dap
35.09,63.88,46.21,loamy,cotton,26,4,25,20-20
32.66,59.08,54.63,red,millets,14,2,9,urea
34.76,67.48,24.8,loamy,tobacco,34,0,0,17-17-17
31.21,56.6,34.03,sandy,wheat,18,2,40,14-35-14
34.72,67.85,69.81,loamy,barley,4,4,29,urea
23.38,55.92,50.56,clayey,wheat,7,20,19,14-35-14
30.14,55.49,45.37,clayey,oil seeds,34,4,0,dap
29.71,50.93,41.83,sandy,wheat,12,4,39,14-35-14
30.88,51,46.08,red,millets,8,5,27,28-28
31.28,68.41,27.47,black,oil seeds,19,0,25,10-26-26
32.92,77.29,48.08,clayey,paddy,11,14,22,10-26-26
25.87,69.73,28.7,clayey,wheat,16,2,40,17-17-17
30.53,63.85,56.3,sandy,barley,39,1,1,20-20
37.03,69.99,42.75,clayey,paddy,39,0,0,14-35-14
37.38,70.59,66.29,sandy,maize,8,2,17,20-20
28.44,55.23,33.64,red,ground nuts,24,0,17,10-26-26
24.57,49.59,48.59,sandy,ground nuts,25,0,19,17-17-17
25.23,48.23,21.3,black,maize,13,17,13,urea
30.98,60.86,33.37,red,oil seeds,12,0,44,20-20
28.45,55.92,48.02,black,cotton,18,2,19,17-17-17
22.21,43.72,21.74,clayey,oil seeds,14,15,14,urea
36.2,55.53,54.66,clayey,sugarcane,12,1,37,10-26-26
32.48,64.01,50.17,loamy,tobacco,11,1,39,20-20
29.67,60,70,red,tobacco,13,3,8,urea
30.62,59.17,45.5,sandy,ground nuts,36,0,3,20-20
29.51,55.64,28.32,loamy,tobacco,16,0,33,urea
29.64,54.26,30.97,black,cotton,8,2,11,urea
30.83,64.19,23.01,clayey,pulses,8,2,27,urea
34.15,50.64,39.17,loamy,millets,41,0,0,17-17-17
32.54,52.1,29.86,sandy,paddy,7,8,27,20-20
35.15,65.46,50.44,red,pulses,24,4,19,urea
32.88,70.34,29.01,loamy,ground nuts,7,0,41,14-35-14
32.26,57.08,42.58,clayey,ground nuts,35,0,0,urea
28.94,60.34,31.18,loamy,millets,12,4,36,17-17-17
24.61,43.14,27.28,red,oil seeds,45,1,0,28-28
32.63,71.17,55.93,loamy,millets,11,10,27,urea
31.18,72.57,46.74,loamy,maize,9,7,27,14-35-14
23.69,57.9,39.61,sandy,cotton,6,11,31,14-35-14
32.48,53.65,28.91,clayey,tobacco,41,3,0,17-17-17
28.7,53.21,40.31,sandy,ground nuts,26,0,14,14-35-14
32.8,71.66,44.08,red,oil seeds,12,9,14,urea
37.65,60.86,24.45,black,maize,7,0,34,10-26-26
26.1,50.4,41.08,black,oil seeds,3,16,17,28-28
31.22,74.54,61.36,sandy,maize,9,0,38,urea
36.78,69.9,38.86,red,ground nuts,13,1,37,dap
38.75,58.17,52.93,loamy,maize,33,0,3,28-28
29.13,47.06,44.06,red,pulses,1,17,12,20-20
28.65,62.64,41.6,loamy,pulses,30,0,1,dap
20.54,40.79,56.58,clayey,cotton,32,0,2,28-28
27.19,62.12,35.74,red,cotton,45,0,0,urea
29.74,53.77,40.06,red,tobacco,41,2,0,17-17-17
33.98,67.67,62.06,black,oil seeds,10,10,15,dap
28.91,67.6,39.3,red,pulses,9,4,12,dap
26.09,50.03,60.84,sandy,millets,10,17,15,20-20
29.22,54.96,70,black,ground nuts,32,0,0,10-26-26
27.68,66.84,28.69,black,oil seeds,9,18,20,28-28
21.94,46.3,27.7,loamy,sugarcane,10,0,14,14-35-14
32.27,54.7,59.44,sandy,ground nuts,9,2,39,dap
29.59,47.26,67.15,loamy,ground nuts,36,0,0,14-35-14
38.97,61.93,48.53,black,tobacco,37,0,0,dap
40,63.37,45.26,sandy,maize,36,0,0,14-35-14
32.81,73.39,41.77,sandy,pulses,6,2,36,28-28
36.48,66.13,30.41,black,cotton,13,4,9,dap
31.25,67.15,42.57,sandy,tobacco,45,4,1,17-17-17
24.83,57.76,31.75,sandy,ground nuts,17,0,23,14-35-14
29.72,53.18,42.19,sandy,cotton,19,3,33,dap
27.26,43.94,42.1,loamy,paddy,22,0,21,14-35-14
34.34,55.85,27.98,black,wheat,39,0,0,28-28
23.7,41.13,58.8,sandy,ground nuts,8,15,14,urea
33.32,71.88,37.86,loamy,sugarcane,8,4,32,20-20
27.34,55.87,43.75,clayey,pulses,38,0,0,10-26-26
22.71,49.95,45.22,loamy,tobacco,6,12,23,14-35-14
29.55,59.76,58.15,clayey,wheat,12,0,12,14-35-14
33.39,53.49,50.08,sandy,tobacco,13,5,17,28-28
31.64,68.77,39.39,sandy,ground nuts,37,0,0,20-20
23.18,46.72,29.53,black,paddy,16,17,7,17-17-17
24.94,66.7,66.09,sandy,pulses,7,0,10,17-17-17
21.74,44.09,59.39,sandy,barley,10,17,19,urea
30.28,63.74,54.26,loamy,pulses,35,0,0,17-17-17
23.22,49.73,51.54,clayey,pulses,20,0,22,20-20
29.69,47.64,46.87,clayey,ground nuts,25,3,20,14-35-14
35.79,55.43,70,black,maize,15,7,16,dap
38.68,77.89,35.76,loamy,maize,10,11,26,14-35-14
34.07,60.31,40.04,red,barley,13,0,40,20-20
29.16,66.79,59.72,sandy,ground nuts,22,0,22,17-17-17
36.5,69.77,62.08,loamy,ground nuts,12,2,44,10-26-26
27.05,63.35,58.77,red,paddy,7,17,13,dap
31.49,71.13,61.76,black,barley,10,0,33,28-28
30.84,59.19,45.38,loamy,wheat,21,0,23,14-35-14
34.3,52.7,60.28,sandy,wheat,9,8,25,20-20
31.13,73.3,29.78,loamy,barley,3,3,29,dap
28.87,58.01,36.28,sandy,tobacco,28,2,20,20-20
36.02,63.58,41.22,red,tobacco,8,4,13,14-35-14
35.93,59.27,55.76,sandy,oil seeds,35,4,0,dap
32.15,54.75,62.62,loamy,cotton,12,2,38,dap
23.42,58.34,36.7,clayey,millets,43,4,2,28-28
24.23,54.91,32.3,loamy,maize,10,20,17,20-20
28.51,48.44,45.73,black,cotton,12,1,33,urea
32.06,55.34,56.8,sandy,paddy,14,0,36,dap
31.18,54.19,43.3,loamy,tobacco,40,0,0,17-17-17
33.59,54.6,51.9,loamy,barley,10,0,45,urea
30.36,59.8,70,red,millets,17,0,31,urea
28.79,64.17,68.25,sandy,tobacco,7,14,26,20-20
28.74,44.89,43.99,black,cotton,18,1,22,14-35-14
32.33,48.88,31.39,black,sugarcane,32,2,0,dap
39.12,61.14,51.1,red,millets,12,20,21,urea
34.71,54.08,46.09,loamy,millets,11,0,12,urea
30.34,64.88,34.89,sandy,barley,14,0,9,17-17-17
27.59,52.12,42.52,red,tobacco,12,3,40,17-17-17
35.14,69.39,45.5,black,wheat,12,0,39,urea
29.61,55.37,42.37,clayey,barley,44,0,4,10-26-26
27.8,61.15,38.19,black,tobacco,16,0,40,14-35-14
39.34,73.55,37.74,sandy,barley,12,1,41,10-26-26
25.49,58.9,27.75,sandy,maize,10,0,10,10-26-26
30.35,62.68,46.39,black,cotton,38,0,1,20-20
29.31,65.11,40.63,black,tobacco,20,0,23,14-35-14
30.84,76.53,34,loamy,cotton,11,0,39,urea
34.51,54.23,48.09,loamy,sugarcane,21,0,23,dap
29.97,59.98,41.02,loamy,tobacco,21,2,24,10-26-26
29.54,46.05,47.43,clayey,maize,10,22,13,10-26-26
29.6,65.96,27.64,sandy,maize,18,2,21,dap
32.18,62.78,23.55,loamy,pulses,4,4,30,20-20
32.29,62.31,33.23,sandy,tobacco,39,4,1,10-26-26
36.35,69.02,43.17,loamy,sugarcane,11,14,18,28-28
37.33,59.48,53.07,clayey,wheat,14,0,38,dap
38.06,52.11,41.53,clayey,ground nuts,10,4,43,14-35-14
29.52,68.99,56.83,sandy,paddy,14,3,33,20-20
40,78.86,52.13,clayey,sugarcane,10,9,28,17-17-17
22.07,51.67,51.97,clayey,tobacco,20,0,26,14-35-14
30.67,50.16,40.76,black,cotton,14,0,10,17-17-17
25.98,62.89,61.12,red,oil seeds,11,5,34,10-26-26
29.25,53.85,33.95,red,maize,18,1,20,14-35-14
26.51,60.56,35.77,loamy,barley,10,0,9,dap
26.7,52.31,61.77,clayey,sugarcane,10,6,29,dap
25.95,62.86,51.74,clayey,oil seeds,21,0,25,20-20
24.2,60.2,34.14,loamy,oil seeds,19,4,27,28-28
23,52.82,37.28,clayey,millets,24,0,28,dap
31.77,57.58,49.46,sandy,sugarcane,10,0,11,20-20
30.35,73.19,41.73,sandy,ground nuts,3,21,21,17-17-17
32.72,56.31,41.59,sandy,paddy,9,0,9,17-17-17
32.17,56.59,62.96,clayey,oil seeds,11,10,26,28-28
29.6,58.17,40.56,red,millets,17,4,38,dap
29.06,62.14,45.05,red,ground nuts,3,18,16,28-28
25.43,50.72,42.78,clayey,sugarcane,44,0,2,urea
31.93,61.7,61,loamy,pulses,3,11,29,17-17-17
38.76,72.35,28.4,black,pulses,18,0,16,28-28
22.95,47.87,42.49,red,sugarcane,7,14,17,14-35-14
35.14,69.77,31.06,sandy,ground nuts,18,0,20,10-26-26
22.81,48.89,28.47,loamy,maize,16,0,11,20-20
38.07,62.7,66.49,red,maize,31,0,0,20-20
24.17,62.74,42.08,black,wheat,39,0,3,17-17-17
29.03,66.58,27.4,loamy,ground nuts,39,0,4,28-28
37.98,57.42,48.64,loamy,pulses,4,0,8,10-26-26
24.2,63.32,30.41,red,sugarcane,14,21,16,17-17-17
39.47,72.83,59.41,sandy,tobacco,13,1,40,28-28
32.72,59.26,37.37,loamy,millets,38,2,4,10-26-26
23.61,40.7,39.71,clayey,paddy,6,18,12,14-35-14
24.04,65.32,45.42,clayey,ground nuts,7,0,11,20-20
26.11,65.75,70,red,tobacco,5,8,26,17-17-17
32.02,53.18,50.78,sandy,cotton,21,3,17,urea
29.17,59.16,55.51,loamy,wheat,14,18,8,14-35-14
28.74,54.8,58.08,black,millets,12,0,7,14-35-14
28.05,53.77,30.81,loamy,pulses,35,4,1,20-20
30.96,57.8,42.72,red,sugarcane,39,3,0,14-35-14
32.12,70.24,29.28,red,barley,10,0,35,20-20
31.52,56.11,29.79,clayey,pulses,22,2,21,urea
39.41,63.5,41.68,black,oil seeds,17,0,10,10-26-26
24.4,59.68,29.94,clayey,paddy,9,19,19,14-35-14
37.61,56.44,61.31,sandy,maize,6,13,31,17-17-17
26.71,59.61,29.75,sandy,barley,31,1,1,28-28
35.3,65.91,61.45,black,pulses,38,2,4,28-28
26.25,48.11,47.36,clayey,oil seeds,8,14,13,dap
23.41,47.11,60.88,sandy,maize,34,0,0,14-35-14
26.86,58.4,49.47,loamy,millets,15,15,10,14-35-14
30.4,64.62,29.5,clayey,pulses,23,0,22,20-20
31.84,63.65,43.05,clayey,paddy,9,3,10,17-17-17
35.66,67.28,53.18,loamy,paddy,9,15,21,10-26-26
32.88,53.21,20,black,paddy,4,9,25,17-17-17
27.68,46.99,22.43,black,barley,35,2,0,17-17-17
31.06,58.96,32.69,sandy,millets,13,0,41,dap
29.43,42.86,23.41,clayey,cotton,14,16,12,dap
33.89,55.98,45.78,sandy,millets,10,7,32,20-20
37.59,73,62.01,red,ground nuts,13,0,37,10-26-26
27.06,58.24,46.67,sandy,sugarcane,7,13,11,20-20
32.94,59.38,30.73,black,paddy,38,0,0,14-35-14
28.39,51.88,59.74,loamy,oil seeds,6,5,33,dap
31.18,55.41,33.33,black,barley,19,2,41,17-17-17
26.88,60.42,29.07,black,barley,8,20,13,20-20
28.78,46.7,36.68,clayey,tobacco,21,3,22,28-28
22.15,54.75,39.9,clayey,barley,24,0,20,28-28
34.37,52.58,39.35,red,paddy,5,13,10,10-26-26
38.93,72.2,68.8,red,tobacco,16,4,36,urea
33.86,61.51,60.88,loamy,sugarcane,9,5,28,10-26-26
29.29,49.2,35.91,red,cotton,16,1,40,10-26-26
26.65,61.13,36.81,loamy,cotton,20,0,19,10-26-26
23.94,46.32,39.99,black,millets,19,4,19,urea
30.97,58,39.5,sandy,millets,20,0,19,20-20
30.01,51.08,29.77,black,tobacco,38,2,0,dap
27,61.54,48.67,sandy,sugarcane,22,0,23,17-17-17
23.87,50.93,44.6,clayey,pulses,9,20,17,14-35-14
37.83,58.79,52.48,red,barley,36,4,3,urea
28,47.27,57.35,clayey,tobacco,13,0,13,urea
28.02,63.79,48.61,loamy,oil seeds,9,0,8,17-17-17
29.13,67.17,44.42,black,wheat,5,4,15,28-28
34.41,62.43,33.3,loamy,barley,25,0,28,28-28
29.76,61.14,53.09,black,pulses,3,13,32,dap
25.61,56.5,60.49,loamy,ground nuts,13,0,40,10-26-26
22.49,46.82,30.38,black,tobacco,33,0,0,urea
29.13,46.65,36.41,loamy,ground nuts,5,12,19,14-35-14
31.29,60.08,42.87,red,tobacco,18,2,28,17-17-17
38.61,69.3,41.21,black,paddy,39,3,0,20-20
29.54,54.01,70,loamy,pulses,15,4,30,dap
34.72,64.79,24.84,clayey,maize,24,1,16,20-20
33.47,61.96,52.46,sandy,pulses,14,2,29,20-20
30.67,67.01,70,loamy,sugarcane,9,0,36,28-28
23.84,40.88,64.6,black,barley,11,1,12,urea
35.5,64.73,50.91,clayey,pulses,11,0,38,14-35-14
26.3,56.35,38.58,loamy,sugarcane,39,0,2,14-35-14
21.44,43.3,36.7,sandy,cotton,23,0,15,17-17-17
31.67,71.83,25.15,sandy,sugarcane,42,0,0,20-20
34.02,65.9,36.28,clayey,wheat,20,1,16,14-35-14
27.74,58.79,39.22,black,wheat,7,8,31,28-28
34.47,62.06,31.47,clayey,pulses,10,9,35,14-35-14
22.28,44.81,70,clayey,oil seeds,8,4,9,28-28
32.67,66.69,70,red,sugarcane,14,7,16,urea
38.27,69.52,41.61,black,millets,6,0,35,dap
34.72,55.96,37.9,sandy,sugarcane,9,1,18,10-26-26
24.93,55.08,70,red,paddy,39,1,2,urea
29.31,44.74,47.53,sandy,millets,8,10,16,dap
37.76,59.22,56.24,red,pulses,15,0,37,17-17-17
27.61,57.05,25.26,red,ground nuts,18,0,37,20-20
24.83,54.72,32.76,black,oil seeds,32,4,4,10-26-26
33.76,53.8,61.55,black,wheat,10,5,35,dap
40,60.45,33.52,black,cotton,7,0,41,17-17-17
36.02,74.78,38.64,loamy,barley,18,4,20,14-35-14
29.17,58.72,20,clayey,oil seeds,12,9,34,10-26-26
29.35,51.42,70,red,sugarcane,37,0,0,28-28
32.78,63.54,36.29,red,pulses,25,1,24,17-17-17
33.16,56.99,39.99,red,pulses,16,2,9,14-35-14
32.62,52.77,37.75,red,maize,19,3,33,urea
32.78,73.78,36.5,sandy,wheat,1,17,16,urea
22.5,43.53,24.16,loamy,sugarcane,38,0,0,10-26-26
30.9,58.59,38.32,black,barley,13,0,40,20-20
34.54,55.21,45.01,sandy,paddy,8,2,13,20-20
21.41,53.24,26.72,loamy,ground nuts,21,0,17,14-35-14
29.97,69.39,25.39,red,pulses,37,4,0,10-26-26
25.29,61.48,27.71,red,paddy,7,6,32,urea
32.78,68.98,42.07,red,maize,6,9,30,14-35-14
27.38,50.06,24.55,black,pulses,43,0,0,20-20
34.33,67.03,36.49,red,ground nuts,5,16,22,dap
20.45,45.71,55.91,red,tobacco,40,0,0,dap
33.66,76.53,54.93,black,millets,41,0,0,dap
27.79,51.33,28.88,loamy,maize,42,3,0,20-20
30.52,54.99,69.02,loamy,millets,43,2,0,10-26-26
28.83,64.74,44.66,red,sugarcane,39,0,0,28-28
31.78,66.32,62.44,red,paddy,19,0,22,17-17-17
28.49,61.78,47.46,sandy,maize,35,0,0,14-35-14
26.7,61.16,69.76,black,wheat,8,5,28,17-17-17
23.59,48.13,28.61,sandy,sugarcane,40,0,1,dap
32.73,67.1,34.06,loamy,barley,8,0,6,28-28
33.44,67.04,56.66,loamy,pulses,7,4,29,10-26-26
27.3,58.19,21.84,loamy,paddy,8,5,34,dap
30.79,53.82,68.44,loamy,paddy,11,12,31,14-35-14
28.67,55.3,38.91,clayey,ground nuts,6,20,14,10-26-26
26.88,59.5,33,black,barley,13,1,11,14-35-14
25.28,48.16,60.97,black,paddy,11,0,11,28-28
39.78,59.7,70,sandy,pulses,12,4,38,dap
25.07,48.14,38.76,clayey,barley,4,13,24,urea
28.53,58.99,66.34,red,millets,32,4,0,14-35-14
23.38,59.24,45.99,sandy,paddy,35,3,0,10-26-26
26.95,52.13,54.83,sandy,tobacco,9,3,7,dap
34.46,67.55,53.28,black,maize,7,19,21,dap
30.24,57.35,39.81,black,maize,41,0,0,20-20
30.01,48.4,35.35,clayey,cotton,6,5,25,17-17-17
34.19,69.83,62.1,sandy,paddy,8,9,15,20-20
32.25,50.03,66.47,clayey,cotton,10,14,28,14-35-14
33.16,66.73,50.78,loamy,maize,21,0,24,28-28
37.12,70.82,39.36,black,millets,10,1,10,dap
32.23,69.85,66.56,black,ground nuts,4,13,30,urea
38.56,68.08,57.75,sandy,paddy,25,2,20,10-26-26
27.12,58.16,22.74,black,cotton,40,0,2,urea
24.73,51.53,26.69,loamy,wheat,13,2,38,17-17-17
29.05,63.39,46.94,loamy,wheat,10,16,16,dap
28.36,52.45,31.86,red,pulses,24,0,15,14-35-14
37.97,57.61,56.51,loamy,wheat,4,9,32,dap
31.75,49.36,57.18,clayey,wheat,15,2,33,14-35-14
39.48,79.62,45,red,maize,38,0,1,17-17-17
31.73,51.04,30.08,loamy,tobacco,10,4,37,dap
32.2,72.21,60.57,loamy,barley,35,3,0,10-26-26
33.52,56.48,24.69,sandy,wheat,41,0,0,dap
35.4,66.88,56.01,clayey,pulses,20,0,22,20-20
28.75,56.3,63.61,sandy,millets,6,16,12,urea
27.28,44.46,51.74,clayey,oil seeds,8,0,32,14-35-14
33.78,69.12,20.23,loamy,ground nuts,42,0,1,20-20
28.26,60.74,38.67,red,ground nuts,11,0,34,14-35-14
32.33,64.89,54.65,loamy,ground nuts,39,4,0,urea
39.82,68.1,26.42,red,paddy,10,3,10,17-17-17
23.86,58.39,20.05,loamy,oil seeds,16,3,11,17-17-17
22.59,56.96,27.15,red,barley,16,0,45,10-26-26
25.76,66.93,23.29,red,ground nuts,10,2,34,dap
24.38,52.1,61.63,black,wheat,6,0,17,dap
24.99,61.19,45.63,black,sugarcane,8,9,26,28-28
26.32,57.42,33.27,clayey,pulses,13,0,10,28-28
25.92,59.83,38.31,red,sugarcane,5,0,7,14-35-14
35,75.25,35.02,loamy,sugarcane,12,0,10,17-17-17
26.66,68.27,47.59,sandy,barley,12,0,15,10-26-26
20.3,54.28,45.3,red,pulses,18,0,21,14-35-14
25.23,45.43,37.13,black,cotton,37,3,0,17-17-17
30.71,56.46,43.4,clayey,ground nuts,40,3,0,14-35-14
33.8,58.42,63.96,clayey,sugarcane,10,2,41,10-26-26
25.47,48.38,36,black,millets,24,0,20,10-26-26
26.75,60.71,69.47,red,oil seeds,6,5,29,17-17-17
31.97,52.19,32.94,black,oil seeds,40,3,0,14-35-14
30.06,63.8,35.07,red,maize,42,0,0,14-35-14
25.45,53.33,23.38,loamy,oil seeds,39,3,0,urea
38.04,64.69,48.58,clayey,pulses,14,9,12,dap
40,75.91,41.53,red,ground nuts,14,0,36,dap
26.7,49.6,42.38,red,paddy,45,0,0,17-17-17
30.02,65.59,54.31,loamy,barley,6,0,13,14-35-14
30.26,44.92,59.46,black,cotton,9,1,17,14-35-14
24.6,42.57,45.33,clayey,paddy,3,12,20,10-26-26
30.5,56.85,37.55,red,tobacco,5,14,17,20-20
33.02,75.26,31.06,red,paddy,10,0,37,10-26-26
28.62,46.23,66.04,red,millets,10,0,12,dap
29.99,69.45,20,loamy,pulses,8,3,35,10-26-26
25.88,62.12,69.37,black,maize,5,5,26,14-35-14
30.13,68.83,49.19,clayey,tobacco,20,0,25,20-20
34.13,72.64,46.55,black,tobacco,21,0,17,urea
32.58,55.89,49.25,red,oil seeds,10,8,36,17-17-17
31.89,67.32,55.3,loamy,maize,10,18,9,17-17-17
32.95,48.92,32.88,black,millets,8,17,11,17-17-17
35.37,75.72,32.49,red,oil seeds,15,1,14,dap
31.8,60.45,29.67,black,barley,14,0,36,17-17-17
26.49,68.8,49.84,clayey,millets,13,16,11,28-28
38.31,61.97,48.6,sandy,cotton,43,4,2,dap
36.93,64.85,47.1,red,oil seeds,38,3,3,14-35-14
21.89,47.55,20,clayey,cotton,15,11,15,17-17-17
40,75.07,38.95,clayey,sugarcane,17,2,18,17-17-17
37.05,69.76,48.65,black,tobacco,7,7,31,17-17-17
33.03,57.67,46.12,clayey,tobacco,11,0,13,dap
30.6,60.9,57.87,red,wheat,8,0,14,urea
32.22,60.78,34.61,red,sugarcane,6,11,31,17-17-17
32.77,60.31,32.09,loamy,oil seeds,35,0,0,dap
29.89,52.86,50.67,sandy,millets,12,10,29,urea
35.93,68.53,36.36,sandy,ground nuts,13,4,40,urea
37.85,64.18,57.45,sandy,cotton,14,0,39,urea
24.66,47.81,24.37,sandy,ground nuts,30,0,0,dap
28.48,69.99,27.05,black,tobacco,40,0,0,dap
35.25,55.27,39.3,loamy,cotton,39,0,1,10-26-26
32.92,51.51,35.47,black,pulses,22,0,20,28-28
39.3,71.67,43.17,sandy,pulses,36,3,0,urea
30.2,43.41,40.91,black,oil seeds,11,3,38,urea
32.52,64.65,24.55,sandy,sugarcane,21,0,24,14-35-14
26.39,58.76,26.14,clayey,sugarcane,39,0,0,urea
29.87,57.28,37.3,black,oil seeds,17,0,32,17-17-17
33.84,67.09,53.03,clayey,wheat,13,0,44,urea
30.96,55.9,41.09,red,wheat,13,2,12,17-17-17
33.1,57.5,42.07,clayey,barley,17,0,23,20-20
26.16,59.25,36.27,sandy,cotton,36,0,0,10-26-26
32.22,68.32,47.1,sandy,tobacco,15,4,10,20-20
25.96,57.58,55.01,black,paddy,15,0,41,14-35-14
29.98,56.89,32.9,loamy,maize,36,0,0,urea
26.5,52.28,28.61,sandy,ground nuts,7,20,18,urea
36.91,73.2,33.96,red,maize,11,0,11,28-28
34,73.7,57.78,sandy,maize,39,4,2,20-20
27.53,51.5,38.22,sandy,tobacco,25,0,14,10-26-26
35.43,50.87,44.74,loamy,ground nuts,18,0,36,dap
32.22,54.23,47.91,black,barley,7,12,25,17-17-17
26.65,56.41,66.61,loamy,wheat,14,0,13,14-35-14
26.9,42.45,46.23,loamy,wheat,8,16,11,20-20
30.49,55.56,64.02,loamy,wheat,11,0,34,17-17-17
26.99,44.75,36.06,sandy,millets,12,3,16,urea
26.11,58.64,22.93,clayey,cotton,40,2,0,14-35-14
32.64,56.74,45.11,red,tobacco,34,0,3,urea
28.63,63.42,48.86,sandy,wheat,21,0,18,10-26-26
22.6,60.21,36.97,sandy,wheat,18,3,25,20-20
28.97,68.66,31.32,clayey,paddy,39,1,1,17-17-17
32.04,68.28,40.21,red,paddy,21,3,23,14-35-14
25.6,54.32,31.26,loamy,barley,14,0,42,urea
28.9,60.24,35.76,clayey,oil seeds,40,0,0,17-17-17
26.66,60.4,30.09,clayey,oil seeds,33,2,4,10-26-26
33.83,61.27,70,sandy,oil seeds,12,1,38,17-17-17
34.54,63.82,62.84,clayey,cotton,42,0,1,14-35-14
28.91,41.55,69.89,loamy,oil seeds,9,0,12,dap
36.28,62.7,32.29,clayey,oil seeds,37,0,0,20-20
25.51,66.21,44.24,black,barley,21,2,16,17-17-17
24.4,60.18,37.67,black,pulses,42,4,0,dap
32.06,46.96,51.16,sandy,maize,8,8,29,14-35-14
40,71.75,46.13,loamy,millets,8,4,28,dap
24.3,54.99,32.02,clayey,barley,4,14,20,17-17-17
29.47,59.72,59.54,red,wheat,2,13,28,28-28
36.49,69.41,58.49,clayey,ground nuts,45,2,0,17-17-17
24.26,61.88,65.71,clayey,maize,6,4,10,dap
27.6,56.81,32.67,sandy,pulses,0,14,20,dap
23.84,61.45,20,sandy,pulses,8,12,34,28-28
31.05,59.62,35.9,sandy,paddy,46,1,1,urea
28.51,55.73,42.73,red,millets,34,0,0,urea
36.45,68.49,26.71,loamy,maize,21,1,24,10-26-26
29.8,66.69,70,clayey,millets,11,6,30,28-28
27.41,49.33,22.31,loamy,barley,30,0,0,28-28
30.29,48.59,52.49,sandy,pulses,20,2,24,dap
40,69.41,43.69,red,ground nuts,12,0,45,10-26-26
26.52,49.7,59.42,loamy,barley,8,0,14,urea
29.97,57.71,70,clayey,pulses,8,7,32,17-17-17
29.01,57.85,40.02,sandy,pulses,16,3,41,28-28
31.5,53.39,52.53,black,paddy,1,13,18,17-17-17
28.83,59.28,49.24,sandy,ground nuts,33,0,0,14-35-14
23.87,61.85,26.36,sandy,paddy,44,0,4,14-35-14
36.75,69.93,42.63,sandy,millets,9,4,38,urea
34.96,53.85,35.07,sandy,sugarcane,42,1,0,28-28
32.9,66.62,21.84,clayey,millets,39,4,2,17-17-17
24.66,59.3,31.83,clayey,cotton,37,0,0,14-35-14
28.78,65.76,64.46,sandy,ground nuts,9,11,34,10-26-26
36.61,57.83,47.58,sandy,barley,26,1,22,urea
30.33,61.55,45.94,sandy,tobacco,13,0,40,14-35-14
24.68,45.27,47.81,clayey,pulses,21,0,27,dap
20.7,52.06,31.55,red,cotton,24,0,19,20-20
30.81,65.77,45.65,black,maize,11,1,11,17-17-17
36.75,74.94,55.55,loamy,tobacco,37,0,0,20-20
29.68,55.32,30.31,clayey,paddy,19,1,14,28-28
29.45,51.32,62.42,loamy,millets,13,1,10,28-28
